found_helpfuls,names,product_link,product_name,ratings,review_contents,titles,user_links
0,Thomas,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Cheap price. Great quality. Daughter loves it.</span>,Great quality. Daughter loves it,/gp/profile/amzn1.account.AHZEOAGMZJAKVMLJIBMVCVWCD6FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
1,KK2009,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>This is a classic book-I remember it from when I was a kid and just bought it for my baby. The art is fantastic, it teaches numbers up to 5, and is just a fun story!  I haven't listened to the CD yet but thought it would be neat to hear the author read it.</span>",love this book!,/gp/profile/amzn1.account.AHNIVBNJUFZB3J3ASDGPMXW37XTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,FlyBri,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>SPOILER ALERT - This book is actually about a butterfly!</span>,Five Stars,/gp/profile/amzn1.account.AEVPMDY2CG2CLS4OFWVDTHMFLLDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Chubby_Kitten91,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Very much the book I remember from when I was a kid. Perfect gift for my 3 year old. Very much recommended.</span>,great buy,/gp/profile/amzn1.account.AEE3MV25HXTD2PS3WOMOCVE4BA6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Amazon Customer,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Great</span>,Five Stars,/gp/profile/amzn1.account.AEA4WNCWOCN5W4GTQE4UMBFC6SUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Ally Nathaniel,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>This book has it all.<br>It's simple, it teaches counting and it has a very cute story.<br>I can't tell how many times I read it to my children.<br>It also tells nature's most fascinating story about metamorphosis, which appeals to children and adults.</span>",All times favorite,/gp/profile/amzn1.account.AH4KRG2TWZA6JGAY5UJCNEFV4F4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Philip Stuemke,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,4.0 out of 5 stars,<span>good book for little kids</span>,Four Stars,/gp/profile/amzn1.account.AEV7KOVFZ5YXROIVHN5PYUWG2L4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,TamGar,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,4.0 out of 5 stars,<span>I gave it to my grandkids to watch on their DVD player in their car. It's not annoying to listen to like other childrens videos while you are traveling.</span>,Great travel video,/gp/profile/amzn1.account.AFUBCJJRBQNGMBOFQTN52NUEQQLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,megan,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>Our son was captivated by this book by about 5 months of age. He loves the cover and pictures! When he started pointing he was drawn to the little holes in the pages, which are so cute. Now he puts his fingers through them.</span>",Early favorite,/gp/profile/amzn1.account.AFJRFVE66PTXX7CQNGTJORDUDF4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,zoe,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>wonderful book. My whole family enjoys reading it over and over again.</span>,great,/gp/profile/amzn1.account.AEZM5KWHFSU3IXVWMRFA35E7R37Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Kristen Soderberg,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>We LOVE this book! Book came in great condition and we have read it several times and will continue to read it over and over again!</span>,Love this book! Family Fave!,/gp/profile/amzn1.account.AGNCZ7RY6XERNSDIOJPNQH6RJ7RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,anita guzeh,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>love this</span>,Five Stars,/gp/profile/amzn1.account.AEKZKJ4WNOFFTNCB5BDJAEGARI3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Sonshyne Babb,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,1.0 out of 5 stars,"<span>the book I ordered was described as not having any damage to it. I knew it was used, but was under the impression it was going to be gently used!<br>The book we received had Disney princess stickers in all 4 for corners of the book, and had been there so long that when I removed them they left a yellow square where the sticker once was.<br>This was to be a gift for my granddaughter! Now I have to buy another book to replace this one! Sincerely NOT HAPPY!</span>",Sincerely NOT HAPPY!,/gp/profile/amzn1.account.AHZ3XGVKKDRTHSDMUAR7GLZDFJWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Michelle McComb,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>My husband bought this book for our 9 month old daughter, Hayley and this and the Busy Spider are two of her favourites.  She loves us to read it to her and she puts her little fingers in the caterpillar's holes.  Love this book!</span>",One of Hayley's Favourites,/gp/profile/amzn1.account.AFFN2USFSOLPVZAPM6S5VUIRA4SQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Marianne Myers,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>I purchased this book for my great granddaughter for her first birthday. She loves to be read to and the illustrations and story of this caterpillar actually makes her giggle. This is now her favorite book and although she is only 13 months old at this review time, she will grab up the book and crawl over to me, holding the book under her arm, and wants to have it read to her.  Eric Carle is a favorite author of my daughter who is a school teacher and I have always liked his children's books.  This is also a winner.</span>",The Very Hungry Caterpillar board book,/gp/profile/amzn1.account.AHRHUVXI45QW5UCC3PO6HL3SLNFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Amazon Customer,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Love!</span>,Love!,/gp/profile/amzn1.account.AH75TK5HJ72KIKY3FKKP55UL7MUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,TLO,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,4.0 out of 5 stars,<span>cute children book</span>,Four Stars,/gp/profile/amzn1.account.AG3UZ3OZTCRD7N3IE6KVQENDUQ6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Amazon Customer,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Compact size great to have on the go</span>,Five Stars,/gp/profile/amzn1.account.AHFTXYLK7VAQFD3DGGEOBVVTHPHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
3,Nanny,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>I have been teaching 3-5 year olds for seven years, and they love this book. They ask me to read this book every day. We have made art projects to go along with it as well as food experiences. The children learn the days of the week, they learn foods that are good for you and foods that are not.  I am now doing a book project for my college class on the book. I will  continue to read this book to my children in my class as well as to my  grandchild.</span>",A Great Book for Little Ones,/gp/profile/amzn1.account.AFZLQ2RRI7G754BL4W7QAUCKZ2VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,GileSmiles,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>What's there to say about this? The book is a classic and is super cute! I hope to raise my children with this little book. It also has thick pages that are filmed over so if a baby sucks on it, they clean right off.</span>",Pages clean right off.,/gp/profile/amzn1.account.AHRO2UZ6IYT5FSQIKFIAHUG5RZMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Mariana Gonzalez,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>love it</span>,Five Stars,/gp/profile/amzn1.account.AEKMZXVKRIBNLCGHUQZJU3BJV4SQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Lynn,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>What else could one say but beautiful,amazing,great,<br>I  really  think  each  comment is  such  a  small thing  in  front  of<br>""<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/The-Very-Hungry-Caterpillar-Pop-Up-Book/dp/0399250395/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">The Very Hungry Caterpillar Pop-Up Book</a>"";<br>this  Book  is  simply  adorable, my  children  are really  crazy  about  it,<br>they  simply  love  this  whimsical  caterpillar,they're  always  telling me<br>they  would  like  to  have  it  as  very  best friend,<br>together  with  Pisi  The  Cat!<br>My  deepest  gratitude  to  You  Mr. Eric Carle  for  Your  marvelous  Art!</span>","Thank  You, Mr.  Eric !",/gp/profile/amzn1.account.AH7F2NLAXISQMCETAANGHS4ECORQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
1,Amy Davis,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>The Hungry Caterpillar was an excellent children's book. The book is filled with numerous colorful illustrations. The book is not only enjoyable to read, but children will learn the stages of a butterfly. I would recommend that this book be in every house and classroom. There are so many activities that you could use after you read this book. Even though the subject matter being presented can become complex, the author does it in such a simplistic way that all children would understand the stages of a butterfly.</span>",A Fantastic Journey,/gp/profile/amzn1.account.AHVIHWWTYMRJGFJQFJ7IYHEPMFKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,luv2dine,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,1.0 out of 5 stars,<span>too small to be of any use with little fingers and very poor binding.  Flimsy.</span>,... be of any use with little fingers and very poor binding. Flimsy,/gp/profile/amzn1.account.AFKQQAF6L62Y7VXYDA7WKYY7K7JQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,A Regular Mom,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>My one year old and my four year old love this book.  They especially love the fruit on the pages, with holes where the Hungry Caterpillar ate through.  A great book with lovely pictures.</span>",Classic!,/gp/profile/amzn1.account.AGQCELR5RAKQOKBXVBOCF6LGGK6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,V. Carter,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>This is one book my child asks for all the time.  He likes to put his fingers through the holes on the pages.  It has held up very well despite the abuse.</span>,Great book,/gp/profile/amzn1.account.AERUMEXPGXHVZMGM7OPIKALBRMXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Heather,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>I do not have any children, but I am expecting. I recommend this book for anyone with children age 2 and up. I work with children and My 3-4 years loved this book. I would usally read a book to do with what we were studing for the week and then let the star student pick out a book after finishing the first book and I found myself reading this book almost everyday or every other day. I think the kids and I both new the words by heart. Its great though because the kids never got tired of it and I didnt eighter.</span>",Over and Over,/gp/profile/amzn1.account.AGQLJ5ZX42UF73R45SMJ43KAOSVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
1,D. Lane,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>This book teaches both counting to ten and how a caterpillar becomes a butterfly. The Very Hungry Caterpillar board book has beautiful pictures and a great rhythm to it.</span>,Great teaching tool,/gp/profile/amzn1.account.AGM2B2DE62RBCL4CGM34ZWN5KOVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,C. Pitcher,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>This is a sweet story with beautiful illustrations. My twins have been enjoying listening to me read it to them since they were about 6 months, and all three of us still enjoy it and will likely continue for many years.</span>","Fun, lovely story with fantastic illustrations",/gp/profile/amzn1.account.AERGXABYRYHKEBFJSPXDCSSHUEIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,misspaola,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>The book made a perfect Child's Day present for my 3 and 4 year olders. I'm Eric Carle's big fan and I really wanted them to step into his world through this door...<br>Its size is just what we were looking for and being a board book makes it long lasting since they want it to be read at any time of the day. We are from Buenos Aires, Argentina, so we read it to them in spanish as well.<br>Great purchase!!</span>",Perfect!!,/gp/profile/amzn1.account.AHYLPSBART2UJNRQZPQ56GODDNWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,GCS,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>LOVE it. LOVE the concept.<br>it somehow interact with the child who is reading it. Create an environment where child can learn a simple daily principle of life.</span>,very interactive way of teaching a child,/gp/profile/amzn1.account.AGSHBJIXTTISDU44B3F6Q3GGDX7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,bbmom51,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Great first book as a baby gift. A must have</span>,Five Stars,/gp/profile/amzn1.account.AELY5Y5V4UPVGW4D5MQOJ5CT44VA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Anieceawilliams,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Loved reading a classic with my son</span>,Five Stars,/gp/profile/amzn1.account.AFRHKVVV3OAHRYLCPMRB6TEJTLHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Cesinger,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>One of the best ever books for young kids.</span>,Five Stars,/gp/profile/amzn1.account.AHH46BBJPVOS32AG6B72DLWGVMWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,BusyBones,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>An all time favorite in our family! This purchase was for a friend who is expecting a baby soon, I hope they enjoy it as much as we have. This book is smaller and perfect for little hands to hold.</span>",An all time favorite read!,/gp/profile/amzn1.account.AFIJBGVB6UQEOI7CEE2PWWYAROSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Nicole,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>The book was smaller than I thought, but still a great book for my daughter!</span>",but still a great book for my daughter,/gp/profile/amzn1.account.AH6ZB6CAL2UR67MUOGUTWEVRWHAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,G Spencer,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>This book goes in and out of favor with my daughter, but the fact that at different stages she finds it engaging is what really makes this a great classic book. We started reading this to her at 3 months. She could follow along in the story and be engaged at 6 months. And even now at 18 months, she's saying the fruit names, putting her finger in the holes and paying attention to the story line. This is a MUST GET book for any child!</span>",Classic favorite,/gp/profile/amzn1.account.AECNXQ4XAXL7HTLG6U2JBD6FULZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,.,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>**SPOILER*** This Book is About a Butterfly!</span>,**SPOILER**,/gp/profile/amzn1.account.AGLJP2HPB26JQQTSRBCQ5NP35V3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Jennifer Hodge,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Great quality!</span>,Five Stars,/gp/profile/amzn1.account.AFZFPSSNC64RYLZQZPG5URCULIJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,joe beran,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Wonderful book and gift!</span>,Five Stars,/gp/profile/amzn1.account.AFW5HYJRJMSY3RMO6TWPKFIQ2ZXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Josie,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>This book is very fun!  The story itself allows for a toddler/pre-schooler to learn a lot of vocabulary and enforce concepts such as days, eating too much, making healthy food choices, etc.  The illustrations, in class Eric Carle style, are beautiful!  I especially love the caterpillar's expression when he eats too much!</span>",This book is very fun! The story itself allows for a toddler/pre-schooler to ...,/gp/profile/amzn1.account.AEF7KIP7CE6LRKHYKW6IK326X4YA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
5,Amazon Customer,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,3.0 out of 5 stars,"<span>The Very Hungry Caterpiller is great for teaching metamorphosis but it is lacking in a few facts..... Caterpillars which wrap themselves into cocoons become moths, not butterflies.  The illustration of the butterfly is mysteriously 'top wings on bottom' upside down and my 5 year old reads this and wonders WHY the caterpillar ate so much.  For a springboard for teaching it is fine but standing alone it does not do well.</span>",Good but not Carle's finest,/gp/profile/amzn1.account.AGQ4MOPEXNLDQNNHT5WDEAAGVHVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Gloria Yaughn,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Eric Carle's books are very enjoyable for toddlers and young readers. Children enjoy listening to the stories and participating in the story. He is one of my favorite authors.</span>,fun book for toddlers,/gp/profile/amzn1.account.AH5L235QFKTUWWFY42JEMG6OJESA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Lainey0212,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,4.0 out of 5 stars,<span>Classic</span>,Four Stars,/gp/profile/amzn1.account.AEGVLA64XDEQVKPIDGDSD5TE7WSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,ACaton,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>My kids have loved this book for years!  The board book is sturdy, even with the short pages in the middle.  The colorful illustrations entice babies &amp; preschoolers alike. It teaches them how to count as well as learning a great story about the development of a caterpillar to a butterfly!  A classic MUST-HAVE book!</span>",Must-have book for babies & preschoolers!,/gp/profile/amzn1.account.AEFKEMQFQ73KEJJGTVQMONLBGCMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,L. Daw,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>I grew up with this book so I got it for my daughter who again just loved to hear how much the caterpillar ate and how he turned into a beautiful butterfly.</span>,Old but still good,/gp/profile/amzn1.account.AHDE6FRNT72DNGFBFBKF4JV7EXIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,C. Allen,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Every new parent should include this book in his or her home library.  Make sure to buy the boardbook version because kids love to poke their fingers through the little caterpillar holes and touch everything that gets eaten.  Great gift for new parents.</span>,Every new parent must have this book,/gp/profile/amzn1.account.AHBOPT6KM7YSSQ7IE3Z44ZNBQGEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,K. Weihs,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>I recommend this book to everyone with a young child. My son loves to read it several times a day along with the soft caterpillar stuffed toy. It's great because it teaches children colors, numbers and simply explains the process of how a caterpillar becomes a butterfly.</span>",One of my son's favorite books to read,/gp/profile/amzn1.account.AGWTYU2XHNL3XJPN6EJGSPD7LDTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Rob Reason,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,2.0 out of 5 stars,"<span>The book is not a full sized book. I was under the impression that I purchased a full sized book, not a miniature book.</span>",Miniature book,/gp/profile/amzn1.account.AFLYPWLPI3WTZIZ55BHXPYDF7A5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,C. A. W.,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>No child should survive childhood without having been been exposed to  this book.  They love to see the caterpillar ""gnawing"" its way through the food and then aching with the pain of so much and then morphing into a beautiful butterfly.  Also, it's a science lesson they do not realize they are learning.</span>",A must for young children,/gp/profile/amzn1.account.AFETELOKO7ITAEYMJWMMJWYTY2WQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,chazman,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>Just for a new reader, It is just the thing.</span>",Five Stars,/gp/profile/amzn1.account.AF5ZOWZJK3NXODJCQ45ZT552TI4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8
